Pop,Loc,ID,ppt,temp,stage,date,time,day,Age_hr,Age,Age_adj,Notes
LH,Coastal,1,0,,11,3-Jul,14:41,1,0,3,2,
LH,Coastal,2,0,,11,3-Jul,14:41,1,0,3,2,
LH,Coastal,3,0,,11,3-Jul,14:41,1,0,3,2,
LH,Coastal,4,0,,11,3-Jul,14:41,1,0,3,2,
LH,Coastal,5,0,,11,3-Jul,14:41,1,0,3,2,
LH,Coastal,1,2,,11,3-Jul,14:41,1,0,3,2,
LH,Coastal,2,2,,11,3-Jul,14:41,1,0,3,2,
LH,Coastal,3,2,,11,3-Jul,14:41,1,0,3,2,
LH,Coastal,4,2,,11,3-Jul,14:41,1,0,3,2,
LH,Coastal,5,2,,11,3-Jul,14:41,1,0,3,2,
LH,Coastal,1,4,,11,3-Jul,14:41,1,0,3,2,
LH,Coastal,2,4,,11,3-Jul,14:41,1,0,3,2,
LH,Coastal,3,4,,11,3-Jul,14:41,1,0,3,2,
LH,Coastal,4,4,,11,3-Jul,14:41,1,0,3,2,
LH,Coastal,5,4,,11,3-Jul,14:41,1,0,3,2,
LH,Coastal,1,6,,11,3-Jul,14:41,1,0,3,2,
LH,Coastal,2,6,,,3-Jul,14:41,1,0,3,2,
LH,Coastal,3,6,,11,3-Jul,14:41,1,0,3,2,
LH,Coastal,4,6,,11,3-Jul,14:41,1,0,3,2,
LH,Coastal,5,6,,,3-Jul,14:41,1,0,3,2,
Bodie,Coastal,1,0,23.8,18.5,4-Jul,16:20,2,26,29,28,
Bodie,Coastal,2,0,23.7,18.5,4-Jul,16:20,2,26,29,28,
Bodie,Coastal,3,0,23.7,,4-Jul,16:20,2,26,29,28,
Bodie,Coastal,4,0,23.6,18.5,4-Jul,16:20,2,26,29,28,
Bodie,Coastal,5,0,23.6,18.5,4-Jul,16:20,2,26,29,28,
Bodie,Coastal,1,2,23.7,18.5,4-Jul,16:20,2,26,29,28,
Bodie,Coastal,2,2,23.6,18.5,4-Jul,16:20,2,26,29,28,
Bodie,Coastal,3,2,23.5,18.5,4-Jul,16:20,2,26,29,28,
Bodie,Coastal,4,2,23.5,18.5,4-Jul,16:20,2,26,29,28,
Bodie,Coastal,5,2,23.5,18.5,4-Jul,16:20,2,26,29,28,
Bodie,Coastal,1,4,23.4,18.5,4-Jul,16:20,2,26,29,28,
Bodie,Coastal,2,4,23.5,18.5,4-Jul,16:20,2,26,29,28,
Bodie,Coastal,3,4,23.5,18.5,4-Jul,16:20,2,26,29,28,
Bodie,Coastal,4,4,23.4,18.5,4-Jul,16:20,2,26,29,28,
Bodie,Coastal,5,4,23.5,18.5,4-Jul,16:20,2,26,29,28,
Bodie,Coastal,1,6,23.3,18,4-Jul,16:20,2,26,29,28,
Bodie,Coastal,2,6,23.4,18,4-Jul,16:20,2,26,29,28,
Bodie,Coastal,3,6,23.4,,4-Jul,16:20,2,26,29,28,
Bodie,Coastal,4,6,23.3,,4-Jul,16:20,2,26,29,28,
Bodie,Coastal,5,6,23.2,18.5,4-Jul,16:20,2,26,29,28,
LH,Coastal,1,0,23,18.5,4-Jul,16:20,2,26,29,28,
LH,Coastal,2,0,23.5,18.5,4-Jul,16:20,2,26,29,28,
LH,Coastal,3,0,23.6,18.5,4-Jul,16:20,2,26,29,28,
LH,Coastal,4,0,23.6,18.5,4-Jul,16:20,2,26,29,28,
LH,Coastal,5,0,23.5,18.5,4-Jul,16:20,2,26,29,28,
LH,Coastal,1,2,23.1,18.5,4-Jul,16:20,2,26,29,28,
LH,Coastal,2,2,23.4,18.5,4-Jul,16:20,2,26,29,28,
LH,Coastal,3,2,23.4,18.5,4-Jul,16:20,2,26,29,28,
LH,Coastal,4,2,23.5,18.5,4-Jul,16:20,2,26,29,28,
LH,Coastal,5,2,23.5,19,4-Jul,16:20,2,26,29,28,
LH,Coastal,1,4,23.1,18.5,4-Jul,16:20,2,26,29,28,
LH,Coastal,2,4,23.6,18.5,4-Jul,16:20,2,26,29,28,
LH,Coastal,3,4,23.6,18.5,4-Jul,16:20,2,26,29,28,
LH,Coastal,4,4,23.5,18.5,4-Jul,16:20,2,26,29,28,
LH,Coastal,5,4,23.5,18.5,4-Jul,16:20,2,26,29,28,
LH,Coastal,1,6,23.5,18,4-Jul,16:20,2,26,29,28,
LH,Coastal,2,6,23.4,18,4-Jul,16:20,2,26,29,28,
LH,Coastal,3,6,23.4,,4-Jul,16:20,2,26,29,28,
LH,Coastal,4,6,23.5,,4-Jul,16:20,2,26,29,28,
LH,Coastal,5,6,23.5,,4-Jul,16:20,2,26,29,28,
Bodie,Coastal,1,0,24.6,19.5,5-Jul,17:00,3,50.5,53.5,52.5,
Bodie,Coastal,2,0,,19.5,5-Jul,17:00,3,50.5,53.5,52.5,
Bodie,Coastal,3,0,,19.5,5-Jul,17:00,3,50.5,53.5,52.5,
Bodie,Coastal,4,0,,19.5,5-Jul,17:00,3,50.5,53.5,52.5,
Bodie,Coastal,5,0,,19.5,5-Jul,17:00,3,50.5,53.5,52.5,
Bodie,Coastal,1,2,23.7,20,5-Jul,17:00,3,50.5,53.5,52.5,
Bodie,Coastal,2,2,,19.5,5-Jul,17:00,3,50.5,53.5,52.5,
Bodie,Coastal,3,2,,19.5,5-Jul,17:00,3,50.5,53.5,52.5,
Bodie,Coastal,4,2,,19.5,5-Jul,17:00,3,50.5,53.5,52.5,
Bodie,Coastal,5,2,,19.5,5-Jul,17:00,3,50.5,53.5,52.5,
Bodie,Coastal,1,4,23.7,20,5-Jul,17:00,3,50.5,53.5,52.5,
Bodie,Coastal,2,4,,20,5-Jul,17:00,3,50.5,53.5,52.5,
Bodie,Coastal,3,4,,20,5-Jul,17:00,3,50.5,53.5,52.5,
Bodie,Coastal,4,4,,19.5,5-Jul,17:00,3,50.5,53.5,52.5,
Bodie,Coastal,5,4,,19.5,5-Jul,17:00,3,50.5,53.5,52.5,
Bodie,Coastal,1,6,23.6,20,5-Jul,17:00,3,50.5,53.5,52.5,
Bodie,Coastal,2,6,,20,5-Jul,17:00,3,50.5,53.5,52.5,
Bodie,Coastal,3,6,,,5-Jul,17:00,3,50.5,53.5,52.5,
Bodie,Coastal,4,6,,,5-Jul,17:00,3,50.5,53.5,52.5,
Bodie,Coastal,5,6,,,5-Jul,17:00,3,50.5,53.5,52.5,
LH,Coastal,1,0,22.3,19.5,5-Jul,17:00,3,50.5,53.5,52.5,
LH,Coastal,2,0,,19.5,5-Jul,17:00,3,50.5,53.5,52.5,
LH,Coastal,3,0,,19.5,5-Jul,17:00,3,50.5,53.5,52.5,
LH,Coastal,4,0,,19.5,5-Jul,17:00,3,50.5,53.5,52.5,
LH,Coastal,5,0,,19.5,5-Jul,17:00,3,50.5,53.5,52.5,
LH,Coastal,1,2,22.4,20,5-Jul,17:00,3,50.5,53.5,52.5,
LH,Coastal,2,2,,20,5-Jul,17:00,3,50.5,53.5,52.5,
LH,Coastal,3,2,,20,5-Jul,17:00,3,50.5,53.5,52.5,
LH,Coastal,4,2,,20,5-Jul,17:00,3,50.5,53.5,52.5,
LH,Coastal,5,2,,20,5-Jul,17:00,3,50.5,53.5,52.5,
LH,Coastal,1,4,23.3,20,5-Jul,17:00,3,50.5,53.5,52.5,
LH,Coastal,2,4,,20,5-Jul,17:00,3,50.5,53.5,52.5,
LH,Coastal,3,4,,20,5-Jul,17:00,3,50.5,53.5,52.5,
LH,Coastal,4,4,,20,5-Jul,17:00,3,50.5,53.5,52.5,
LH,Coastal,5,4,,20,5-Jul,17:00,3,50.5,53.5,52.5,
LH,Coastal,1,6,23.4,,5-Jul,17:00,3,50.5,53.5,52.5,
LH,Coastal,2,6,,20,5-Jul,17:00,3,50.5,53.5,52.5,
LH,Coastal,3,6,,,5-Jul,17:00,3,50.5,53.5,52.5,
LH,Coastal,4,6,,,5-Jul,17:00,3,50.5,53.5,52.5,
LH,Coastal,5,6,,,5-Jul,17:00,3,50.5,53.5,52.5,
Lowes,Inland,1,0,22.3,11,4-Jul,16:41,1,0,0,0,
Lowes,Inland,2,0,22.4,11,4-Jul,16:41,1,0,0,0,
Lowes,Inland,3,0,22.4,11,4-Jul,16:41,1,0,0,0,
Lowes,Inland,4,0,22.3,11,4-Jul,16:41,1,0,0,0,
Lowes,Inland,5,0,22.3,11,4-Jul,16:41,1,0,0,0,
Lowes,Inland,1,4,22.4,11,4-Jul,16:41,1,0,0,0,
Lowes,Inland,2,4,22.4,11,4-Jul,16:41,1,0,0,0,
Lowes,Inland,3,4,22.5,11,4-Jul,16:41,1,0,0,0,
Lowes,Inland,4,4,22.4,11,4-Jul,16:41,1,0,0,0,
Lowes,Inland,5,4,22.4,11,4-Jul,16:41,1,0,0,0,
Lowes,Inland,1,6,22.3,11,4-Jul,16:41,1,0,0,0,
Lowes,Inland,2,6,22.3,11,4-Jul,16:41,1,0,0,0,
Lowes,Inland,3,6,22.4,11,4-Jul,16:41,1,0,0,0,
Lowes,Inland,4,6,22.5,11,4-Jul,16:41,1,0,0,0,
Lowes,Inland,5,6,22.5,11,4-Jul,16:41,1,0,0,0,
Lowes,Inland,1,0,,18.5,5-Jul,17:05,2,24.5,24.5,24.5,
Lowes,Inland,2,0,,18.5,5-Jul,17:05,2,24.5,24.5,24.5,
Lowes,Inland,3,0,,18.5,5-Jul,17:05,2,24.5,24.5,24.5,
Lowes,Inland,4,0,,18.5,5-Jul,17:05,2,24.5,24.5,24.5,
Lowes,Inland,5,0,,18.5,5-Jul,17:05,2,24.5,24.5,24.5,
Lowes,Inland,1,4,,18,5-Jul,17:05,2,24.5,24.5,24.5,
Lowes,Inland,2,4,,18,5-Jul,17:05,2,24.5,24.5,24.5,
Lowes,Inland,3,4,,18,5-Jul,17:05,2,24.5,24.5,24.5,
Lowes,Inland,4,4,,18.5,5-Jul,17:05,2,24.5,24.5,24.5,
Lowes,Inland,5,4,,18.5,5-Jul,17:05,2,24.5,24.5,24.5,
Lowes,Inland,1,6,,18,5-Jul,17:05,2,24.5,24.5,24.5,
Lowes,Inland,2,6,,18,5-Jul,17:05,2,24.5,24.5,24.5,
Lowes,Inland,3,6,,18,5-Jul,17:05,2,24.5,24.5,24.5,
Lowes,Inland,4,6,,18,5-Jul,17:05,2,24.5,24.5,24.5,
Lowes,Inland,5,6,,18,5-Jul,17:05,2,24.5,24.5,24.5,
Lowes,Inland,1,0,,19.5,6-Jul,17:00,3,48.5,48.5,48.5,
Lowes,Inland,2,0,,19.5,6-Jul,17:00,3,48.5,48.5,48.5,
Lowes,Inland,3,0,,20,6-Jul,17:00,3,48.5,48.5,48.5,
Lowes,Inland,4,0,,20,6-Jul,17:00,3,48.5,48.5,48.5,
Lowes,Inland,5,0,,19.5,6-Jul,17:00,3,48.5,48.5,48.5,
Lowes,Inland,1,4,,19.5,6-Jul,17:00,3,48.5,48.5,48.5,
Lowes,Inland,2,4,,19.5,6-Jul,17:00,3,48.5,48.5,48.5,
Lowes,Inland,3,4,,19.5,6-Jul,17:00,3,48.5,48.5,48.5,
Lowes,Inland,4,4,,20,6-Jul,17:00,3,48.5,48.5,48.5,
Lowes,Inland,5,4,,19.5,6-Jul,17:00,3,48.5,48.5,48.5,
Lowes,Inland,1,6,,,6-Jul,17:00,3,48.5,48.5,48.5,stopped developing
Lowes,Inland,2,6,,,6-Jul,17:00,3,48.5,48.5,48.5,stopped developing
Lowes,Inland,3,6,,20,6-Jul,17:00,3,48.5,48.5,48.5,
Lowes,Inland,4,6,,20,6-Jul,17:00,3,48.5,48.5,48.5,
Lowes,Inland,5,6,,18,6-Jul,17:00,3,48.5,48.5,48.5,
Bellamy,Inland,1,0,,11.5,6-Jul,17:00,1,0,0,0,
Bellamy,Inland,2,0,,11.5,6-Jul,17:00,1,0,0,0,
Bellamy,Inland,3,0,,11.5,6-Jul,17:00,1,0,0,0,
Bellamy,Inland,4,0,,11.5,6-Jul,17:00,1,0,0,0,
Bellamy,Inland,5,0,,11.5,6-Jul,17:00,1,0,0,0,
Bellamy,Inland,1,2,,11.5,6-Jul,17:00,1,0,0,0,
Bellamy,Inland,2,2,,11.5,6-Jul,17:00,1,0,0,0,
Bellamy,Inland,3,2,,11.5,6-Jul,17:00,1,0,0,0,
Bellamy,Inland,4,2,,11.5,6-Jul,17:00,1,0,0,0,
Bellamy,Inland,5,2,,11.5,6-Jul,17:00,1,0,0,0,
Bellamy,Inland,1,4,,11.5,6-Jul,17:00,1,0,0,0,
Bellamy,Inland,2,4,,11.5,6-Jul,17:00,1,0,0,0,
Bellamy,Inland,3,4,,11.5,6-Jul,17:00,1,0,0,0,
Bellamy,Inland,4,4,,11.5,6-Jul,17:00,1,0,0,0,
Bellamy,Inland,5,4,,11.5,6-Jul,17:00,1,0,0,0,
Bellamy,Inland,1,6,,,6-Jul,17:00,1,0,0,0,
Bellamy,Inland,2,6,,,6-Jul,17:00,1,0,0,0,
Bellamy,Inland,3,6,,,6-Jul,17:00,1,0,0,0,
Bellamy,Inland,4,6,,,6-Jul,17:00,1,0,0,0,
Bellamy,Inland,5,6,,,6-Jul,17:00,1,0,0,0,
Bellamy,Inland,1,0,,18.5,7-Jul,15:04,2,22,22,22,
Bellamy,Inland,2,0,,18.5,7-Jul,15:04,2,22,22,22,
Bellamy,Inland,3,0,,18.5,7-Jul,15:04,2,22,22,22,
Bellamy,Inland,4,0,,18.5,7-Jul,15:04,2,22,22,22,
Bellamy,Inland,5,0,,18.5,7-Jul,15:04,2,22,22,22,
Bellamy,Inland,1,2,,18.5,7-Jul,15:04,2,22,22,22,
Bellamy,Inland,2,2,,18.5,7-Jul,15:04,2,22,22,22,
Bellamy,Inland,3,2,,18.5,7-Jul,15:04,2,22,22,22,
Bellamy,Inland,4,2,,17,7-Jul,15:04,2,22,22,22,
Bellamy,Inland,5,2,,18.5,7-Jul,15:04,2,22,22,22,
Bellamy,Inland,1,4,,17,7-Jul,15:04,2,22,22,22,
Bellamy,Inland,2,4,,18.5,7-Jul,15:04,2,22,22,22,
Bellamy,Inland,3,4,,17,7-Jul,15:04,2,22,22,22,
Bellamy,Inland,4,4,,17,7-Jul,15:04,2,22,22,22,
Bellamy,Inland,5,4,,18.5,7-Jul,15:04,2,22,22,22,
Bellamy,Inland,1,6,,,7-Jul,15:04,2,22,22,22,
Bellamy,Inland,2,6,,,7-Jul,15:04,2,22,22,22,
Bellamy,Inland,3,6,,,7-Jul,15:04,2,22,22,22,
Bellamy,Inland,4,6,,,7-Jul,15:04,2,22,22,22,
Bellamy,Inland,5,6,,,7-Jul,15:04,2,22,22,22,
