date,week,julian,hatch,age,egg,tad,pop,loc,ind,total,head,weight,salinity,temp,,
7/6/17,2.00,42922.00,42898.00,24.00,0,4,PWL,inland,9,38.46,12.38,0.374,4.28,25.4,,
7/6/17,2.00,42922.00,42898.00,24.00,0,4,PWL,inland,8,34.73,10.98,0.297,4.28,25.4,,
7/6/17,2.00,42922.00,42898.00,24.00,0,4,PWL,inland,12,36.21,11.25,0.332,4.28,25.4,,
7/6/17,2.00,42922.00,42898.00,24.00,0,4,PWL,inland,5,32.2,10.08,0.294,4.28,25.5,,
7/6/17,2.00,42922.00,42898.00,24.00,0,4,PWL,inland,14,37.35,12.27,0.441,4.28,5.5,,
7/6/17,2.00,42922.00,42898.00,24.00,0,4,PWL,inland,2,34.15,10.76,0.315,4.28,25.4,,
7/6/17,2.00,42922.00,42898.00,24.00,0,4,PWL,inland,6,35.68,11.18,0.298,4.28,25.4,,
7/6/17,2.00,42922.00,42898.00,24.00,0,4,PWL,inland,1,34.95,11.26,0.3,4.28,25.5,,
7/6/17,2.00,42922.00,42898.00,24.00,0,4,PWL,inland,7,38.74,11.89,0.441,4.28,25.6,,
7/6/17,2.00,42922.00,42898.00,24.00,0,4,PWL,inland,3,37.16,12.04,0.329,4.28,25.6,,
7/6/17,2.00,42922.00,42898.00,24.00,4,4,PWL,inland,3,29.33,10.57,0.266,4.28,25.6,,
7/6/17,2.00,42922.00,42898.00,24.00,4,4,PWL,inland,1,32.54,11.39,0.334,4.28,25.6,,
7/6/17,2.00,42922.00,42898.00,24.00,4,4,PWL,inland,6,35.45,11.35,0.334,4.28,25.6,,
7/6/17,2.00,42922.00,42898.00,24.00,4,4,PWL,inland,14,36.08,11.17,0.344,4.28,25.6,,
7/6/17,2.00,42922.00,42898.00,24.00,4,4,PWL,inland,13,32.78,12.09,0.341,4.28,25.6,,
7/6/17,2.00,42922.00,42898.00,24.00,4,4,PWL,inland,11,31.23,10.12,0.232,4.28,25.6,,
7/6/17,2.00,42922.00,42898.00,24.00,4,4,PWL,inland,12,32.9,10.42,0.323,4.28,25.6,,
7/6/17,2.00,42922.00,42898.00,24.00,4,4,PWL,inland,15,33.09,10.86,0.309,4.28,25.5,,
7/6/17,2.00,42922.00,42898.00,24.00,4,4,PWL,inland,8,6.04,12.57,0.389,4.28,25.5,,
7/6/17,2.00,42922.00,42898.00,24.00,4,4,PWL,inland,4,34.96,10.8,0.32,4.28,25.5,,
7/6/17,2.00,42922.00,42898.00,24.00,4,4,PWL,inland,7,30.61,10.72,0.315,4.28,25.5,,
7/6/17,2.00,42922.00,42898.00,24.00,4,4,PWL,inland,9,27.6,9.5,0.237,4.28,25.5,,
7/6/17,2.00,42922.00,42898.00,24.00,4,4,PWL,inland,2,32.72,11.21,0.316,4.28,25.5,,
7/6/17,2.00,42922.00,42898.00,24.00,4,4,PWL,inland,5,32.41,12.63,0.341,4.28,25.5,,
7/6/17,2.00,42922.00,42898.00,24.00,4,0,PWL,inland,15,32.54,12.09,0.324,0.27,25.4,,
7/6/17,2.00,42922.00,42898.00,24.00,4,0,PWL,inland,6,33.17,10.95,0.41,0.27,25.6,,
7/6/17,2.00,42922.00,42898.00,24.00,4,0,PWL,inland,5,31.04,10.18,0.267,0.27,25.7,,
7/6/17,2.00,42922.00,42898.00,24.00,4,0,PWL,inland,2,35.81,11.59,0.406,0.27,25.5,,
7/6/17,2.00,42922.00,42898.00,24.00,4,0,PWL,inland,11,32.24,11.77,0.317,0.27,25.6,,
7/6/17,2.00,42922.00,42898.00,24.00,4,0,PWL,inland,10,33.75,10.57,0.359,0.27,25.7,,
7/6/17,2.00,42922.00,42898.00,24.00,4,0,PWL,inland,8,26.58,10.05,0.256,0.27,25.6,,
7/6/17,2.00,42922.00,42898.00,24.00,4,0,PWL,inland,13,28.6,9.71,0.225,0.18,25.6,,
7/6/17,2.00,42922.00,42898.00,24.00,4,0,PWL,inland,4,32.81,12.61,0.33,0.18,25.6,,
7/6/17,2.00,42922.00,42898.00,24.00,4,0,PWL,inland,7,35.69,11.59,0.448,0.19,25.1,,
7/6/17,2.00,42922.00,42898.00,24.00,4,0,PWL,inland,3,34.57,10.55,0.338,0.19,25.2,,
7/6/17,2.00,42922.00,42898.00,24.00,4,0,PWL,inland,9,30.08,10.14,0.254,0.19,25.3,,
7/6/17,2.00,42922.00,42898.00,24.00,4,0,PWL,inland,14,37.65,12.24,0.419,0.19,25.4,,
7/6/17,2.00,42922.00,42898.00,24.00,4,0,PWL,inland,12,34.2,11.37,0.352,0.19,25.4,,
7/6/17,2.00,42922.00,42898.00,24.00,4,6,PWL,inland,5,32.16,10.26,0.257,6.05,25.6,,
7/6/17,2.00,42922.00,42898.00,24.00,4,6,PWL,inland,4,30.27,11.14,0.287,6.6,25.5,,
7/6/17,2.00,42922.00,42898.00,24.00,4,6,PWL,inland,1,38.37,12.1,0.431,6.6,25.4,,
7/6/17,2.00,42922.00,42898.00,24.00,4,6,PWL,inland,2,26.24,9.27,0.2,6.72,25.4,,
7/6/17,2.00,42922.00,42898.00,24.00,4,8,PWL,inland,5,21.67,7.87,0.102,8.81,25.5,,
7/7/17,4.00,42923.00,42884.00,39.00,0,0,WHF,inland,9,54.33,18.57,1.021,0.27,24.3,,
7/7/17,4.00,42923.00,42884.00,39.00,0,0,WHF,inland,5,54.3,16.68,0.882,0.27,24.4,,
7/7/17,4.00,42923.00,42884.00,39.00,0,0,WHF,inland,10,51.65,6.28,0.945,0.24,24.6,,
7/7/17,4.00,42923.00,42884.00,39.00,0,0,WHF,inland,6,47.55,16.83,0.93,0.25,24.7,,
7/7/17,4.00,42923.00,42884.00,39.00,0,0,WHF,inland,7,54.46,16.52,0.994,0.26,24.3,,
7/7/17,4.00,42923.00,42884.00,39.00,0,0,WHF,inland,1,53.76,16.7,0.904,0.26,24.6,,
7/7/17,4.00,42923.00,42884.00,39.00,0,0,WHF,inland,3,52,11,0.85,0.26,24.6,Calipers didn't work so used a ruler this round,
7/7/17,4.00,42923.00,42884.00,39.00,0,0,WHF,inland,8,54,10,0.966,0.26,24.5,,
7/7/17,4.00,42923.00,42884.00,39.00,0,0,WHF,inland,2,55,11.5,0.936,0.25,24.3,,
7/7/17,4.00,42923.00,42884.00,39.00,0,0,WHF,inland,4,51,10.5,0.953,0.26,24.2,,
7/7/17,4.00,42923.00,42884.00,39.00,4,0,WHF,inland,9,50,16.5,0.714,0.26,24.1,,
7/7/17,4.00,42923.00,42884.00,39.00,4,0,WHF,inland,6,47,13.5,0.687,0.26,24.1,,
7/7/17,4.00,42923.00,42884.00,39.00,4,0,WHF,inland,2,48,14,0.632,0.24,24.6,,
7/7/17,4.00,42923.00,42884.00,39.00,4,0,WHF,inland,5,52,16.5,0.928,0.24,24.7,,
7/7/17,4.00,42923.00,42884.00,39.00,4,0,WHF,inland,10,52,12,0.733,0.26,24.7,,
7/7/17,4.00,42923.00,42884.00,39.00,4,0,WHF,inland,7,51,15,0.71,0.26,24.6,,
7/7/17,4.00,42923.00,42884.00,39.00,4,0,WHF,inland,8,48,14,0.639,0.22,24.7,,
7/7/17,4.00,42923.00,42884.00,39.00,4,0,WHF,inland,3,44,14,0.774,0.24,24.8,,
7/7/17,4.00,42923.00,42884.00,39.00,4,0,WHF,inland,4,48,15,0.805,0.23,24.7,,
7/7/17,4.00,42923.00,42884.00,39.00,4,0,WHF,inland,1,49.5,8.5,0.698,0.25,24.5,,
7/7/17,4.00,42923.00,42884.00,39.00,0,4,WHF,inland,1,46,8.5,0.688,4.72,25.7,,
7/7/17,4.00,42923.00,42884.00,39.00,0,4,WHF,inland,9,49,15,0.806,4.84,25.6,,
7/7/17,4.00,42923.00,42884.00,39.00,0,4,WHF,inland,7,49,15,0.682,4.93,25.5,,
7/7/17,4.00,42923.00,42884.00,39.00,0,4,WHF,inland,2,51,15.5,0.864,4.92,25.4,,
7/7/17,4.00,42923.00,42884.00,39.00,0,4,WHF,inland,6,49,13.5,0.598,4.93,25.3,,
7/7/17,4.00,42923.00,42884.00,39.00,0,4,WHF,inland,8,52,15,0.796,5.07,25.1,,
7/7/17,4.00,42923.00,42884.00,39.00,4,4,WHF,inland,1,52.5,15,0.802,5.06,24.9,,
7/7/17,4.00,42923.00,42884.00,39.00,4,4,WHF,inland,3,46,14,0.74,4.84,24.9,,
7/7/17,4.00,42923.00,42884.00,39.00,4,4,WHF,inland,10,45,13,0.54,5.05,25.1,,
7/7/17,4.00,42923.00,42884.00,39.00,4,4,WHF,inland,6,52,10,0.804,4.98,25.4,,
7/7/17,4.00,42923.00,42884.00,39.00,4,4,WHF,inland,7,45,8.5,0.64,4.91,25.2,,
7/7/17,4.00,42923.00,42884.00,39.00,4,4,WHF,inland,2,45.5,8,0.585,4.84,25.1,,
7/7/17,4.00,42923.00,42884.00,39.00,4,4,WHF,inland,5,46,8.5,0.606,4.85,25.2,,
7/7/17,4.00,42923.00,42884.00,39.00,4,4,WHF,inland,8,48,14,0.757,4.99,25.5,,
7/7/17,4.00,42923.00,42884.00,39.00,4,4,WHF,inland,9,53,16.5,0.812,4.85,25.4,,
7/7/17,4.00,42923.00,42884.00,39.00,0,6,WHF,inland,2,51,15,0.868,7.39,25.9,,
7/7/17,4.00,42923.00,42884.00,39.00,4,6,WHF,inland,2,42,12,0.605,7.4,25.8,,
7/7/17,4.00,42923.00,42884.00,39.00,0,6,WHF,inland,3,20.5,9,0.154,7.35,25.8,,
7/7/17,4.00,42923.00,42884.00,39.00,4,6,WHF,inland,3,29,11,0.277,7.45,26,,
7/7/17,4.00,42923.00,42884.00,39.00,4,6,WHF,inland,1,48,13,0.753,7.5,26.3,,
7/7/17,4.00,42923.00,42884.00,39.00,4,6,WHF,inland,4,44,12.5,0.57,7.28,26.1,end ruler ,
7/12/17,1.00,42928.00,42911.00,17.00,4,4,CSI,coastal,6,25.78,8.85,0.177,4.91,24.5,,
7/12/17,1.00,42928.00,42911.00,17.00,4,4,CSI,coastal,12,20.65,7.78,0.093,4.75,24.5,,
7/12/17,1.00,42928.00,42911.00,17.00,4,4,CSI,coastal,14,26.07,9.57,0.179,4.77,24.4,,
7/12/17,1.00,42928.00,42911.00,17.00,4,4,CSI,coastal,11,24.38,9.11,0.145,4.8,24.4,,
7/12/17,1.00,42928.00,42911.00,17.00,4,4,CSI,coastal,1,25.33,9.18,0.163,4.82,24.4,,
7/12/17,1.00,42928.00,42911.00,17.00,4,4,CSI,coastal,13,29.67,10.02,0.199,4.81,23.8,,
7/12/17,1.00,42928.00,42911.00,17.00,4,4,CSI,coastal,10,26.07,8.89,0.149,4.77,23.8,,
7/12/17,1.00,42928.00,42911.00,17.00,4,4,CSI,coastal,8,28.5,9.13,0.191,4.83,24,,
7/12/17,1.00,42928.00,42911.00,17.00,4,4,CSI,coastal,5,25.33,9,0.151,4.73,24,,
7/12/17,1.00,42928.00,42911.00,17.00,4,4,CSI,coastal,2,23.52,8.52,0.136,4.71,24.2,,
7/12/17,1.00,42928.00,42911.00,17.00,4,4,CSI,coastal,15,28.61,11.17,0.247,4.75,24.1,,
7/12/17,1.00,42928.00,42911.00,17.00,4,4,CSI,coastal,9,23.75,8.82,0.124,4.77,24.2,,
7/12/17,1.00,42928.00,42911.00,17.00,4,4,CSI,coastal,4,21.86,7.56,0.106,4.73,24.4,,
7/12/17,1.00,42928.00,42911.00,17.00,4,4,CSI,coastal,7,25.68,8.86,0.187,4.7,24.5,,
7/12/17,1.00,42928.00,42911.00,17.00,4,4,CSI,coastal,3,19.53,6.51,0.096,4.84,24.4,,
7/12/17,1.00,42928.00,42911.00,17.00,4,6,CSI,coastal,2,23.81,0.44,0.104,7.13,24.7,,
7/12/17,1.00,42928.00,42911.00,17.00,4,6,CSI,coastal,4,16.93,6.25,0.058,7.19,24.7,,
7/12/17,1.00,42928.00,42911.00,17.00,4,6,CSI,coastal,5,24.86,8.92,0.148,7.22,24.7,,
7/12/17,1.00,42928.00,42911.00,17.00,4,6,CSI,coastal,1,24.24,8.02,0.124,7.28,24.6,,
7/12/17,1.00,42928.00,42911.00,17.00,4,6,CSI,coastal,3,20.73,7.87,0.101,7.58,24.4,,
7/12/17,1.00,42928.00,42911.00,17.00,4,8,CSI,coastal,4,12.67,4.92,0.022,10,24.3,,
7/12/17,1.00,42928.00,42911.00,17.00,4,8,CSI,coastal,3,16.64,6.56,0.056,9.73,24.5,,
7/12/17,1.00,42928.00,42911.00,17.00,4,8,CSI,coastal,1,13.87,6.12,0.044,9.7,24.7,,
7/12/17,1.00,42928.00,42911.00,17.00,4,8,CSI,coastal,2,12.39,5.08,0.03,9.69,24.8,,
7/12/17,1.00,42928.00,42911.00,17.00,4,0,CSI,coastal,9,26.46,8.35,0.153,0.33,24.5,,
7/12/17,1.00,42928.00,42911.00,17.00,4,0,CSI,coastal,13,28.25,9.91,0.2,0.2,24.7,,
7/12/17,1.00,42928.00,42911.00,17.00,4,0,CSI,coastal,12,27.87,10.29,0.172,0.21,24.9,,
7/12/17,1.00,42928.00,42911.00,17.00,4,0,CSI,coastal,1,23.96,8.36,0.178,0.21,25,,
7/12/17,1.00,42928.00,42911.00,17.00,4,0,CSI,coastal,3,24.83,8.96,0.143,0.19,25.8,,
7/12/17,1.00,42928.00,42911.00,17.00,4,0,CSI,coastal,5,24.85,9.05,0.152,0.18,24.9,,
7/12/17,1.00,42928.00,42911.00,17.00,4,0,CSI,coastal,10,27.39,9.4,0.214,0.18,24.9,,
7/12/17,1.00,42928.00,42911.00,17.00,4,0,CSI,coastal,7,23.43,8.24,0.115,0.17,25,,
7/12/17,1.00,42928.00,42911.00,17.00,4,0,CSI,coastal,6,26.4,9.39,0.16,0.17,25.1,,
7/12/17,1.00,42928.00,42911.00,17.00,4,0,CSI,coastal,2,31.58,10.12,0.247,0.18,25.1,,
7/12/17,1.00,42928.00,42911.00,17.00,4,0,CSI,coastal,15,28.41,9.35,0.182,0.18,25.1,,
7/12/17,1.00,42928.00,42911.00,17.00,4,0,CSI,coastal,8,11.35,4.37,0.19,0.18,25.1,,
7/12/17,1.00,42928.00,42911.00,17.00,4,0,CSI,coastal,14,29.42,9.84,0.2,0.19,25.1,,
7/12/17,1.00,42928.00,42911.00,17.00,4,0,CSI,coastal,4,22.29,9.17,0.139,0.17,25.1,,
7/12/17,1.00,42928.00,42911.00,17.00,4,0,CSI,coastal,11,26.3,9.11,0.155,0.22,25.1,,
7/12/17,1.00,42928.00,42911.00,17.00,0,0,CSI,coastal,8,30.36,10.51,0.252,0.21,25,,
7/12/17,1.00,42928.00,42911.00,17.00,0,0,CSI,coastal,2,33.21,10.62,0.288,0.09,25,,
7/12/17,1.00,42928.00,42911.00,17.00,0,0,CSI,coastal,5,29.15,9.75,0.224,0.14,25,,
7/12/17,1.00,42928.00,42911.00,17.00,0,0,CSI,coastal,1,26.49,11.22,0.26,0.15,24.9,,
7/12/17,1.00,42928.00,42911.00,17.00,0,0,CSI,coastal,14,29.82,11.04,0.221,0.18,24.9,,
7/12/17,1.00,42928.00,42911.00,17.00,0,0,CSI,coastal,3,27.01,9.38,0.155,0.17,24.7,,
7/12/17,1.00,42928.00,42911.00,17.00,0,0,CSI,coastal,6,28.98,10.19,0.187,0.16,24.8,,
7/12/17,1.00,42928.00,42911.00,17.00,0,0,CSI,coastal,13,29.97,9.34,0.22,0.16,24.9,,
7/12/17,1.00,42928.00,42911.00,17.00,0,0,CSI,coastal,9,30.15,9.8,0.235,0.17,24.9,,
7/12/17,1.00,42928.00,42911.00,17.00,0,0,CSI,coastal,11,28.25,8.85,0.178,0.16,24.9,,
7/12/17,1.00,42928.00,42911.00,17.00,0,0,CSI,coastal,10,31.16,10.19,0.256,0.19,24.3,,
7/12/17,1.00,42928.00,42911.00,17.00,0,0,CSI,coastal,4,26.05,8.2,0.144,0.19,24.6,,
7/12/17,1.00,42928.00,42911.00,17.00,0,0,CSI,coastal,15,26,9.97,0.238,0.16,24.9,,
7/12/17,1.00,42928.00,42911.00,17.00,0,0,CSI,coastal,7,25.03,8.56,0.147,0.14,24.9,,
7/12/17,1.00,42928.00,42911.00,17.00,0,0,CSI,coastal,12,28.15,9.6,0.179,0.16,24.8,,
7/12/17,1.00,42928.00,42911.00,17.00,0,8,CSI,coastal,5,11.79,5.93,0.042,9.17,24.7,,
7/12/17,1.00,42928.00,42911.00,17.00,0,8,CSI,coastal,4,14.5,5.72,0.047,9.58,27,,
7/12/17,1.00,42928.00,42911.00,17.00,0,8,CSI,coastal,3,12.37,5.22,0.038,9.29,25.3,,
7/12/17,1.00,42928.00,42911.00,17.00,0,8,CSI,coastal,1,15.52,6.2,0.049,9.47,25.2,,
7/12/17,1.00,42928.00,42911.00,17.00,0,6,CSI,coastal,2,27.28,9.34,0.17,7.16,24.6,,
7/12/17,1.00,42928.00,42911.00,17.00,0,6,CSI,coastal,5,24.74,9.1,0.164,7.2,25.7,,
7/12/17,1.00,42928.00,42911.00,17.00,0,6,CSI,coastal,1,26.15,9.35,0.174,7.23,27.7,,
7/12/17,1.00,42928.00,42911.00,17.00,0,6,CSI,coastal,4,26.66,8.98,0.151,6.95,25.7,,
7/12/17,1.00,42928.00,42911.00,17.00,0,6,CSI,coastal,3,26.19,9.2,0.173,9.67,24.9,,
7/12/17,1.00,42928.00,42911.00,17.00,0,4,CSI,coastal,7,24.7,9.54,0.157,4.82,24.4,,
7/12/17,1.00,42928.00,42911.00,17.00,0,4,CSI,coastal,13,25.81,9.72,0.182,4.67,25.6,,
7/12/17,1.00,42928.00,42911.00,17.00,0,4,CSI,coastal,2,27.16,9.07,0.161,4.75,28.4,,
7/12/17,1.00,42928.00,42911.00,17.00,0,4,CSI,coastal,10,25.96,10.35,0.189,4.58,24.9,,
7/12/17,1.00,42928.00,42911.00,17.00,0,4,CSI,coastal,11,28.45,9.19,0.245,4.6,24.9,,
7/12/17,1.00,42928.00,42911.00,17.00,0,4,CSI,coastal,9,23.74,7.9,0.15,4.7,25,,
7/12/17,1.00,42928.00,42911.00,17.00,0,4,CSI,coastal,3,24.45,8.44,0.16,4.83,28.2,,
7/12/17,1.00,42928.00,42911.00,17.00,0,4,CSI,coastal,6,30.09,10.53,0.249,4.59,25.7,,
7/12/17,1.00,42928.00,42911.00,17.00,0,4,CSI,coastal,12,28.7,9.8,0.206,4.55,24.9,,
7/12/17,1.00,42928.00,42911.00,17.00,0,4,CSI,coastal,4,20.64,8.1,0.103,4.59,24.9,,
7/12/17,1.00,42928.00,42911.00,17.00,0,4,CSI,coastal,14,28.93,10.28,0.232,4.62,25.3,,
7/12/17,1.00,42928.00,42911.00,17.00,0,4,CSI,coastal,8,31.19,11.26,0.247,4.62,25.2,,
7/12/17,1.00,42928.00,42911.00,17.00,0,4,CSI,coastal,15,25.92,9.62,0.153,4.6,25.1,,
7/12/17,1.00,42928.00,42911.00,17.00,0,4,CSI,coastal,1,33.34,1.98,0.316,4.61,25,,
7/12/17,1.00,42928.00,42911.00,17.00,0,4,CSI,coastal,5,32.46,11.43,0.321,4.59,25,,
7/13/17,3.00,42929.00,42898.00,31.00,0,4,PWL,inland,4,45.02,13.99,0.654,4.89,25.4,,
7/13/17,3.00,42929.00,42898.00,31.00,0,4,PWL,inland,15,43.88,12.4,0.451,4.88,5.4,,
7/13/17,3.00,42929.00,42898.00,31.00,0,4,PWL,inland,7,49.15,14.73,0.69,4.79,25.5,,
7/13/17,3.00,42929.00,42898.00,31.00,0,4,PWL,inland,13,46.14,14.72,0.662,4.79,25.5,,
7/13/17,3.00,42929.00,42898.00,31.00,0,4,PWL,inland,12,42.77,13.77,0.601,4.93,25.3,,
7/13/17,3.00,42929.00,42898.00,31.00,0,4,PWL,inland,14,48.26,14.88,0.85,4.87,25.4,,
7/13/17,3.00,42929.00,42898.00,31.00,0,4,PWL,inland,8,44.1,13.55,0.599,4.83,25.5,,
7/13/17,3.00,42929.00,42898.00,31.00,0,4,PWL,inland,9,46.19,13.41,0.547,4.8,25.5,,
7/13/17,3.00,42929.00,42898.00,31.00,0,4,PWL,inland,5,44.38,15.43,0.655,4.82,25.5,,
7/13/17,3.00,42929.00,42898.00,31.00,0,4,PWL,inland,10,45.14,13.3,0.599,4.77,25.4,,
7/13/17,3.00,42929.00,42898.00,31.00,0,4,PWL,inland,2,44.79,13.22,0.63,4.76,25.5,,
7/13/17,3.00,42929.00,42898.00,31.00,0,4,PWL,inland,6,44.9,13.55,0.643,4.75,25.5,,
7/13/17,3.00,42929.00,42898.00,31.00,0,4,PWL,inland,1,45.03,13.6,0.655,4.78,25.5,,
7/13/17,3.00,42929.00,42898.00,31.00,0,4,PWL,inland,3,44.48,13.31,0.544,4.84,25.5,,
7/13/17,3.00,42929.00,42898.00,31.00,4,4,PWL,inland,11,43.81,13.39,0.672,4.84,4.9,,
7/13/17,3.00,42929.00,42898.00,31.00,4,4,PWL,inland,2,43.68,13.76,0.624,4.81,24.9,,
7/13/17,3.00,42929.00,42898.00,31.00,4,4,PWL,inland,12,42.12,13.43,0.59,4.8,25,,
7/13/17,3.00,42929.00,42898.00,31.00,4,4,PWL,inland,6,45.12,13.82,0.682,4.78,25.1,,
7/13/17,3.00,42929.00,42898.00,31.00,4,4,PWL,inland,15,42.85,13.66,0.674,4.79,25.1,,
7/13/17,3.00,42929.00,42898.00,31.00,4,4,PWL,inland,2,43.23,13.31,0.659,4.79,25.2,,
7/13/17,3.00,42929.00,42898.00,31.00,4,4,PWL,inland,4,41.01,13.06,0.626,4.79,25.2,,
7/13/17,3.00,42929.00,42898.00,31.00,4,4,PWL,inland,5,44.73,13.75,0.68,4.79,25.2,,
7/13/17,3.00,42929.00,42898.00,31.00,4,4,PWL,inland,8,40.44,13.33,0.575,4.76,25.2,,
7/13/17,3.00,42929.00,42898.00,31.00,4,4,PWL,inland,14,46.82,13.39,0.696,4.76,25.2,,
7/13/17,3.00,42929.00,42898.00,31.00,4,4,PWL,inland,1,41.34,13.58,0.659,4.81,25.2,,
7/13/17,3.00,42929.00,42898.00,31.00,4,4,PWL,inland,13,44.82,13.47,0.691,4.85,24.8,,
7/13/17,3.00,42929.00,42898.00,31.00,4,4,PWL,inland,3,37.87,12.74,0.498,4.82,25,,
7/13/17,3.00,42929.00,42898.00,31.00,4,4,PWL,inland,9,40.55,3.5,0.641,4.79,25.4,,
7/13/17,3.00,42929.00,42898.00,31.00,4,6,PWL,inland,1,45.42,14.99,0.742,7.43,25.3,,
7/13/17,3.00,42929.00,42898.00,31.00,4,6,PWL,inland,5,40.63,13.45,0.56,7.32,25.3,,
7/13/17,3.00,42929.00,42898.00,31.00,4,6,PWL,inland,4,37.82,12.81,0.517,7.32,25.3,,
7/13/17,3.00,42929.00,42898.00,31.00,4,6,PWL,inland,2,39.71,12.32,0.532,7.26,25.4,,
7/13/17,3.00,42929.00,42898.00,31.00,0,0,PWL,inland,4,47.69,13.97,0.69,0.16,25.4,,
7/13/17,3.00,42929.00,42898.00,31.00,0,0,PWL,inland,5,43.63,13.46,0.601,0.16,25.4,,
7/13/17,3.00,42929.00,42898.00,31.00,0,0,PWL,inland,3,41.93,13.04,0.544,0.15,25.5,,
7/13/17,3.00,42929.00,42898.00,31.00,0,0,PWL,inland,8,46.09,13.6,0.725,0.14,25.5,,
7/13/17,3.00,42929.00,42898.00,31.00,0,0,PWL,inland,1,45.79,13.77,0.626,0.13,25.5,,
7/13/17,3.00,42929.00,42898.00,31.00,0,0,PWL,inland,14,46.11,15.09,0.676,0.12,25.2,,
7/13/17,3.00,42929.00,42898.00,31.00,0,0,PWL,inland,7,32.49,10.25,0.257,0.07,25.3,,
7/13/17,3.00,42929.00,42898.00,31.00,0,0,PWL,inland,11,48.15,14.35,0.715,0.1,25.3,,
7/13/17,3.00,42929.00,42898.00,31.00,0,0,PWL,inland,10,42.69,13.78,0.606,0.12,24.8,,
7/13/17,3.00,42929.00,42898.00,31.00,4,0,PWL,inland,3,42.36,13.28,0.644,0.07,25,,
7/13/17,3.00,42929.00,42898.00,31.00,4,0,PWL,inland,10,43.56,13.81,0.622,0.1,25.2,,
7/13/17,3.00,42929.00,42898.00,31.00,4,0,PWL,inland,2,47.49,16.02,0.787,0.11,25.3,,
7/13/17,3.00,42929.00,42898.00,31.00,4,0,PWL,inland,5,46.94,14.73,0.76,0.13,25.4,,
7/13/17,3.00,42929.00,42898.00,31.00,4,0,PWL,inland,15,42.44,14.56,0.699,0.12,25.4,,
7/13/17,3.00,42929.00,42898.00,31.00,4,0,PWL,inland,9,41.69,13.37,0.6,0.13,25,,
7/13/17,3.00,42929.00,42898.00,31.00,4,0,PWL,inland,13,43.59,14.02,0.663,0.14,25,,
7/13/17,3.00,42929.00,42898.00,31.00,4,0,PWL,inland,6,44.55,14.99,0.818,0.14,25.2,,
7/13/17,3.00,42929.00,42898.00,31.00,4,0,PWL,inland,11,43.97,12.94,0.611,0.13,25.3,,
7/13/17,3.00,42929.00,42898.00,31.00,4,0,PWL,inland,7,44.03,14.8,0.771,0.13,25.3,,
7/13/17,3.00,42929.00,42898.00,31.00,4,0,PWL,inland,12,44.21,15.85,0.689,0.14,25.1,,
7/13/17,3.00,42929.00,42898.00,31.00,4,0,PWL,inland,4,47.71,14.59,0.745,0.13,25.2,,
7/13/17,3.00,42929.00,42898.00,31.00,4,0,PWL,inland,14,44.81,14.5,0.735,0.14,25.3,,
7/13/17,3.00,42929.00,42898.00,31.00,4,0,PWL,inland,8,42.93,13,0.596,0.13,25.3,,
7/14/17,5.00,42930.00,42884.00,46.00,4,0,WHF,inland,9,54.07,15.63,0.803,0.18,25.8,,
7/14/17,5.00,42930.00,42884.00,46.00,4,0,WHF,inland,1,52.49,15.5,1,0.016,25.8,,
7/14/17,5.00,42930.00,42884.00,46.00,0,0,WHF,inland,3,57.06,17.58,1.164,0.16,25.8,,
7/14/17,5.00,42930.00,42884.00,46.00,4,0,WHF,inland,2,53.15,15.92,0.93,0.15,25.2,,
7/14/17,5.00,42930.00,42884.00,46.00,0,0,WHF,inland,7,58.48,15.78,1.208,0.15,25.3,,
7/14/17,5.00,42930.00,42884.00,46.00,4,0,WHF,inland,6,56.02,15.58,0.994,0.16,25.4,,
7/14/17,5.00,42930.00,42884.00,46.00,0,0,WHF,inland,8,57.88,16.16,1.258,0.15,25.6,,
7/14/17,5.00,42930.00,42884.00,46.00,0,0,WHF,inland,6,56.13,17.25,1.052,0.15,25.8,,
7/14/17,5.00,42930.00,42884.00,46.00,0,0,WHF,inland,9,55.51,18.79,1.068,0.14,25.8,,
7/14/17,5.00,42930.00,42884.00,46.00,0,0,WHF,inland,2,55.64,16.33,1.094,0.08,25.2,,
7/14/17,5.00,42930.00,42884.00,46.00,0,0,WHF,inland,5,56.55,16.43,1.164,0.11,25.5,,
7/14/17,5.00,42930.00,42884.00,46.00,4,0,WHF,inland,8,53.14,16.45,0.897,0.13,27.7,,
7/14/17,5.00,42930.00,42884.00,46.00,4,0,WHF,inland,4,52.71,16.33,0.965,0.14,26.8,,
7/14/17,5.00,42930.00,42884.00,46.00,0,4,WHF,inland,2,57.8,17.27,0.967,3.98,25.7,,
7/14/17,5.00,42930.00,42884.00,46.00,0,4,WHF,inland,6,51.98,16.07,0.939,4.33,25.8,,
7/14/17,5.00,42930.00,42884.00,46.00,0,4,WHF,inland,1,52.81,17.52,0.85,4.31,25.9,,
7/14/17,5.00,42930.00,42884.00,46.00,4,4,WHF,inland,8,52.33,16.88,0.797,4.32,26,,
7/14/17,5.00,42930.00,42884.00,46.00,4,4,WHF,inland,3,53.26,16.14,0.766,4.32,26.3,,
7/14/17,5.00,42930.00,42884.00,46.00,4,4,WHF,inland,2,53.17,14.75,0.812,4.41,24.9,,
7/14/17,5.00,42930.00,42884.00,46.00,4,4,WHF,inland,7,52.29,14.96,0.842,4.3,26.3,,
