day,eggsal,loc,target_sal,survive,dead_perday,ref_surv,alive
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
2,0,inland,0,50,0,50,1
